0.001382,0.000706,0.000748,0.000677,0.000925,0.001242
,0.001344,0.001386,0.001315,0.001563,0.00188
0.001344,,0.000334,0.000407,0.000655,0.000972
0.001386,0.000334,,0.000449,0.000697,0.001014
0.001315,0.000407,0.000449,,0.000334,0.000805
0.001563,0.000655,0.000697,0.000334,,0.001053
0.00188,0.000972,0.001014,0.000805,0.001053,
